tweet,Sentimen
Jika berlarut larut seperti ini dan belum ditemukan obatnya maka satu2 nya jalan kita harus bersahabat dan beradaptasi pada virus Covid-19 juga mematuhi segala anjuran pemerintah 🙏,Positif
"Dukung kebijakan pemerintah dalam menerapkan sistem New Normal.
.
Semua untuk kebaikan kita semua. semoga Covid-19 ini segera berlalu.
.
.
#NewNormalPulihkanEkonomi
#IndonesiaTanggapCorona
#DisiplinProtokolNewNormal
#DisiplinPolaHidupBaru pic.twitter.com/E4z2P0xQdj",Positif
"Tidak ada penambahan kasus positif Covid-19 hari ini, semoga demikian seterusnya. Ayo lebih gencar untuk mengikuti anjuran pemerintah untuk #JagaJarak #jagakesehatan dan selalu mengikuti protokol kesehatan yang berlaku di masa pandemi ini #JabarTanggapCovid19",Positif
"Baru baca 5.45 @asumsico dan ngakak di bagian

""...melesat tinggi dalam klasemen kelakuan ajaib pemerintah edisi pandemi COVID-19.""

Sehat terus @coldrebellion. Tulisannya selalu jadi hiburan ketika mumet sama kerjaan dan hasrat lanjutin blog muncul kembali. pic.twitter.com/uJtPwjE6bN",Positif
"gamau komentarin bajuny, mau komen si sender sm cowonya aja, bisa2 y jln2 pas pandemi gini sedangkn bnyk org di rmh aja merasakan kebosanan biar ga nyebarin virus kmn2, ky gn ntr klo indo ga bebas2 dr covid nyalahin pemerintah, bagoooossss",Positif
"Ini pelajaran bagus untuk Pemerintah Indonesia. Kasihan para Kepala Daerah berjibaku melawan Covid-19, tapi Pemerintah Pusat jalan sendiri.",Negatif
Sekarang sistem zonasi dan odp pdp atau otg makin kabur saja pengertian. Pemerintah dan RS harus bener2 sudah harus menerapkan semua susp covid 19,Negatif
"Klo kalian pemerintah gambling atas nama ekonomi, silahkan kalian legalkan aja perjudian di negeri setelah covid mereda. Gila",Negatif
"Sama satu lagi anying yang bikin sama percaya konspirasi data covid dimanipulasi biar tambah banyak.

Lu mikir goblok, pemerintah justru punya berbagai insentif secara ekonomi biar kasus ini tetap terlihat terkendali dan ga keliatan banyak.",Negatif
"Utk tujuan pencairan dana covid 19 dari pemerintah lumayan besar 500 juta, pasien di beri seperlunya saja selesai, utk segera ketahuan",Negatif
"COVID 19: Belanja pemerintah segera direalisasikan saja, dgn memakai protokol kesehatan dan WFH. Akan banyak membantu korporasi.",Positif
"lanjutkan om, sampai sekarang janji bantuan stimulus keuangan dr pemerintah untuk UMKM terdampak covid 19 tdk kunjung diterima.",Negatif
"Seperti yang kita ketahui, pemerintah sudah menyiapkan rencana baru untuk mengatasi masalah pandemic covid 19 ini, setelah melakukan upaya pembatasan sosial berskala besar atau PSSB di sejumlah daerah Indonesia.",Positif
ya tp mo gimana ka p3m3r1nt4h emang bakal dengerin? kan enggak😌 pemerintah daerah aja beda2 semua ini cara  penanggulangan covid nya gmn mo cepet kelar cobak,Negatif
"bukan pemerintah indonesia yg batalin, tapi saudi krna dinilai gagal atasi covid",Negatif
"Kuliah cuma rebahan, materi yg di Terima gak ngerti,
Bayaran tetep gak ada kompensasi, sebagian besar mahasiswa kuliah pake uang pribadi, semenjak covid byk yg di phk
Mana perhatian pemerintah ke mahasiswa
#MendikbudDicariMahasiswa
@Nadiem_Makarim",Negatif
"konspirasi covid:

kekonyolan pemerintah atas kebijakan dan kata2 yang diambil merupakan usaha untuk melegitimasi kenaikan kasus covid.

tolonglah gays.",Negatif
"Semenjak ada covid, kami banyak berkegiatan dirumah Pak. Karena ada sedikit lahan di depan rumah kami mulai berkebun. Ada banyak sayur, bunga dan toga yang kami tanam. Alhamdulillah sekarang sudah mulai bisa dinikmati. Kami berharap pemerintah dapat segera menangani Covid 19. 🙏",Positif
Saat ini kecepatan kerja pemerintah mau tidak mau harus berhadapan dengan kecepatan penyebaran virus Covid-19 yang dampak buruknya tidak hanya di sektor kesehatan,Positif
"(1.) Pada konferensi pers 24 Juni 2020, Presiden Joko Widodo menyatakan, bahwa kebijakan terkait Covid-19 harus selalu didasari pada data sains. Namun, hal itu nampaknya tidak selalu berlaku bagi pemerintah.",Negatif
"@KPK_RI @jokowi @Kompas @Metro_TV
Pihak KPK harus segera bertindak untuk melakukan audit terhadap kinerja team gugus depan penangan covid 19 dan Mentri Kesehatan. Karena anggaran yang di keluarkan oleh pemerintah penggunaannya tidak terlihat sampai kepada masyarakat.",Negatif
akan semakin banyak yang mikir covid konspirasi pemerintah sih,Negatif
Asumsi dari mana bro?pemda tetep punya wewenang utk mnetapkan kebijakan di daerahnya masing2 bahkan ada gugus tugas covid daerah. Sehebat apapun pemerintah klo perilaku masyarakatnya masih abai thd protokol covid ya sama aja.Negara sehebat Amerika aja kolaps kok hitung korbannya.,Positif
"Juru bicara Gugus Tugas Percepatan Penanganan Covid-19 Pemerintah Provinsi Papua Barat Arnoldus Tiniap di Manokwari, Kamis (2/7) mengatakan berdasarkan hasil pemeriksaan laboratorium ada dua lagi pasien positif virus corona Kota Sorong yang dinyatakan sembuh.",Negatif
"Sbg bentuk dukungan terhadap program pemerintah ttg pencegahan dan penyebaran COVID-19, Mari kita bahu-membahu bersama cegah penyebaran Covid-19! 

DISIPLIN !!!
Kata kunci utk tetap sehat menghadapi Corona.. Disiplin jaga jarak, cuci tangan & Pakai Masker
 
Keep Strong JEPARA!!🇮🇩",Positif
"Pak @adityawilly  DPR dan pemerintah fokus saja untuk penanganan covid daripada membahas omnibus. Cukup corona membuat saya merana, jangan ditambah-tambah lagi #AtasiVirusCabutOmnibus #TolakOmnibusLaw #WaspadaiOmnibusLaw",Negatif
"Tapi emg ini kejadian beneran sama keluarga gua . Adik sepupu gua meninggal di karna sakit kejang"" udh dicek negatif. Malah mau dibungkus covid dan minta tes ulang dengan ke adaan udh meninggal tetep negatif tp maksa di jadiin covid . Karena rs akan dapat 200 jt dari pemerintah",Negatif
"Pak @Jokowi Pandemi COVID-19 telah merenggut nyawa banyak orang. Pemerintah dan DPR harusnya fokus tangani pandemi, bukan malah rutin bahas Omnibus Law #AtasiVirusCabutOmnibus #TolakOmnibusLaw #WaspadaiOmnibusLaw",Negatif
"Pemerintah nih ga 1 suara saja, semua kl bagi lewat gugus tugas covid saja, pada banyak budget ya?",Negatif
"Pandemi covid diambang garis merah namun nyatanya tak meruntuhkan niat DOR untuk tetap membahas RUU bermasalah. 
Masyarakat tengah dilanda kehawatiran atas nasib dan keamanan, namun pemerintah seakan tutup telingan dan enggan mendengarkan.

#TolakOmnibusLaw",Negatif
"Pemerintah gak tegas, DPRnya gak jelas, ditambah rakyatnya lebih percaya hoaks dan suka gak nurut. Mau covid beres tahun ini ya cuma mimpi. 😊",Negatif
"ak yakin bgt, negara² luar sana berhasil nanganin covid it krn pemerintah tegas dan jelas dlm memberikan informasi dan penanganan yg lugas, dan tidak membohongi rakyat ny sendiri (klo covid ya covid, klo ga ya gausa ditulis covid)

bkn mojokin pemerintah tp kenyataan e gt

sucks",Negatif
"Ya protes dong,, ini covid tidak lebih bahaya dri pada aturan pemerintah yg sangat berbahaya, sak penak.e dewe ropad rapid, driji ki bolong kabeh tiap 2minggu sekali rapid",Negatif
"cuan, semakin byk pasien covid disitu, semakin byk jg bantuan pemerintah, pasien auto bayar 2x jg utk menuhin protokol klo udh vonis dokter",Negatif
"memang ada oknum yg bikin seolah2 pasien covid terus bertambah. Mentang2 anggaran  dana dari pemerintah buat penanganan covid gede, malah disalahgunakan kyk gini. Kapan indonesia mau majuu kalo orang2nya dikit2  mikir 💸💸",Negatif
"Bro, keberhasilan dalam menangani kasus Corona ini adalah adanya kerjasama dari masyarakat nya sendiri bukan hanya dari pemerintah, pemerintah telah membuat kebijakan jaga jarak, work from home, belajar dari rumah, pakai masker, jangan dilanggar bos, bantu pemerintah lawan covid",Positif
"Covid-19 itu ada, bahkan sampe sekarang ada. Tapi, yang bikin janggal tuh, kenapa tiap hari media ngasih tau kenaikan jumlah korban doang? Tapi, gada keseriusan dari pihak pemerintah buat mencari solusi alternatif selain vaksin, buat nanganin covid-19 ini?",Negatif
"Itu pemerintah gak pake otak atau gimana pns udah bisa dinas luar daerah, makin ambruradul penyebaran covid",Negatif
"Haaa??? Gasalah ni? Soalnya agak sedikit rancu apa yang dilakukan ""pemerintah"" dalam hal penanganan Covid-19. Coba kasih tau ke aku, dalam hal apa kok bisa jadi yang terbaik? 

Biar sama-sama belajar hehehe  pic.twitter.com/54INAcPJb7",Negatif
"Aku sampe pada fase dimana, aku bukan takut covid 19 karena penyakitnya, tapi takut kalo sakit dikit datanya dipalsu dan uangnya diperas demi data rumah sakit dan anggaran pemerintah :(",Negatif
"mba/mas/pak/bu sudah dapat bantuan Covid/corona kah? sembako atau uang tunai dari RT/Kelurahan/Pemerintah.

dan jawaban mereka sama semua dong....

katanya, Enggak Dapet. 😱🥺😢",Negatif
"Yang ini mimin setuju, bahkan beberapa hari kemarin sempat ada pendengar menyampaikan, bagaimana jika pemerintah membuat video bagaimana keadaan pasien positif Covid-19. Mungkin nantinya bisa seperti kampanye di bungkus rokok (gS).",Negatif
"Ojo lali jogo kesehatan yo rek dan taati protokol kesehatan teko pemerintah.

Suwun rek

KKN II ERPACO JATIM-UNDIP
Kuliah Kerja Nyata
Era Pandemi Covid-19
Jawa Timur 
Universitas Diponegoro

#lppmundip
#p2kknundip
#kkntimiiperiode2020
#undip pic.twitter.com/NM9Xwook8f",Positif
"Angka kenaikan jumlah kematian covid meningkat, masyarakat protes ke pemerintah. Sakjane yang mau diproteskan apaansi? Jalan-jalan aje lu pada terooooos",Positif
"rasa ayam, udang, jamur bahkan cumi. sambil memikirkan konsumsi rumah tangga yang menurun, belanja pemerintah lewat perjadin serta ekspor impor yang mungkin terkena dampak covid, akhirnya aku beli eskrim untuk di taman dan dimsum untuk kosan.",Negatif
"Ada kesan pemerintah bingung dengan dirinya sendiri. Bahkan bingung mau berbuat apalagi untuk mencegah COVID-19.
Sehingga pernyataan2nya juga bikin bingung masyarakat.",Negatif
"Terutama di Sumut
Masyarakatnya banyak yg ga perduli,pemerintah juga kurang tegas menyikapi pelanggar protokol covid-19
Gitu aja terus bro...sampe sumut juara 1 covid di indonesia
Lucu ya",Negatif
"""Salah kaprah kebijakan. Kontradiktif kebijakan pemerintah kita itu kontradiktif dalam ucapan maupun perbuatan,"" kata Ainun Najib, Gerakan Kawal COVID-19.
#MataNajwaKitaBelumMenang",Negatif
suka emosi kalo baca berita ttg langkah pemerintah dlm menanggulangi covid 🥵,Negatif
"Bodoamat deh 
Istilah diganti 
Provinsi tangani Covid-19 Terbaik 
Kalung Anti-antian
Alat Rapid Test 75k
Nyatanya 
'Alhamdulillah' kasus bertambah 
'Alhamdulilah' test spesimen bertambah
Alhamdulillah sembuh bertambah 
Alhamdulillah Pemerintah semakin mantap bikin kebijakan. 👌",Negatif
Klo pada kena covid  19 jgn nyalahin pemerintah y #FPIboneka4nies,Positif
"Mau gratis jg ttp aja salah. Masa menterinya bikin komen konyol macem nasi kucing, corona sembuh sendiri, dll terus influencer yg ngasi kampanye protokol covid? Tar lama2 org dengerin komen dr pemerintah cm buat dijadiin bahan meme doang.",Negatif
Klo kena covid 19 jgn nyalahin pemerintah y,Positif
"Pak @Jokowi Pandemi COVID-19 telah merenggut nyawa banyak orang. Pemerintah dan DPR harusnya fokus tangani pandemi, bukan malah rutin bahas Omnibus Law #AtasiVirusCabutOmnibus #TolakOmnibusLaw #WaspadaiOmnibusLaw",Negatif
Pemerintah Mesir telah mengeluarkan kebijakan terkait relaksasi sebagian aturan pencegahan penyebaran COVID-19 dan penerapan Adaptasi Kebiasaan Baru (New Normal) di Mesir sejak 1 Juli 2020 #NegaraMelindungi,Positif
"""Rasanya apa yang dilakukan pemerintah soal bahaya covid masih diterima masyarakat secara berbeda-beda, jadi belum efektif untuk memberikan kesadaran bersama bahwa covid ini berbahaya,"" kata Wiku Adisasmito.
#MataNajwaKitaBelumMenang",Negatif
"Peran artis(publik figur)sangat dibutuhkan untuk mensosialisasikan program pemerintah untuk mencegah penularan wabah covid dgn memakai masker, menjaga jarak serta cuci tangan, sebab para artis punya follower jutaan yg dijadikan panutan dibanding 300 ahli epedemopogi yg sudah ada",Positif
Berjaraklah bersama rekan kerja jauhi dari kerumunan jangan sampe lebih dari tiga orang dan harus berolahraga biar sehat terus jangan lupa pake aturan pemerintah /pake masker biar terhindar dari COVID-19,Positif
Tp ya mba Biaya RS dan pemakaman gratis di tanggung pemerintah. Masuk akal kah dia ga di catat mati krn covid?....Hr ini ada pasien meninggal diasumsikan covid (masuklah hitungan jml covid meninggal) trus 7 hr brktnya hasil tes negatif. Apa iya jumlah yg meninggal dikurangi?,Positif
"Pak @Jokowi Pandemi COVID-19 telah merenggut nyawa banyak orang. Pemerintah dan DPR harusnya fokus tangani pandemi, bukan malah rutin bahas Omnibus Law #AtasiVirusCabutOmnibus #TolakOmnibusLaw #WaspadaiOmnibusLaw",Negatif
"sg kebacut iku metu metu wes gak maskeran, trs ngeremehno akan adanya covid nder😌 kan pemerintah juga mengasih himbauan kl kemana mana patuhi protokol kesehatan, trs apa yg dibilanh gak ngehargain? msh keluar rumah? lah kl gabisa dikerjain di dlm rumah gimana? siapa yg nanggung?",Positif
Nonton Mata Najwa denger pemikiran orang tentang COVID-19 ngeri yak. Kasian pemerintah cape-cape ngingetin  COVID-19 bahaya tapi masyarakat masih mikir virusnya gak ada dan data pasien diatur.,Positif
"Selanjutnya kata Bupati Anas, memasuki era adaptasi New normal pemerintah mengajak semuanya untuk tetap waspada. Jangan sampai ada lonjakan kasus Covid-19 di Banyuwangi.",Positif
"[BANTUAN UKT DATANG]

Halo sobat teknik! Di masa pandemi ini pemerintah akan memberikan bantuan UKT bagi mahasiswa yang terdampak Covid 19 loh!",Positif
"Pas makin tinggi : Pemeriksaan swab test baru bisa dibanyak Labor
Belum turun : ngadain new normal
Masih nambah kasus : protokol new normal juga ga beres
Sekarang : malah bahas omnibuslaw si DPR.. pemerintah naikkan iuran BPJS.. rapid tes yang digenjot.. bisnis dibalik covid lah",Negatif
"Setengah tahun sdh berlalu msh saja ngomongin masker dan nyalahin rakyat,tunjukan donk pak kalo pemerintah bener2 serius memerangi covid-19",Negatif
"Iyo. Ndk sby kyk ngono. Soale lek ono pasien sing terdaftar positif covid, iku biayane langsung ditanggung pemerintah. Saiki rs nggolek duwek tekan kono. Ga heran ndk sby kasus e akeh, salah satu e yo gara2 positif sing diada2in",Negatif
Saat pemerintah @jokowi kepo2 suruh warga makai masker ee iklan vitamin c bil tanpa masker kebal ama covid kan.. kan kurang ajar namanya kenapa tuh kepo2 kpi lu kagak hajar iklan sesat eee tupai pakai bikini main sensor kayak bini dia ngak ada nenen aja dirumah,Negatif
ada yang ngritik pemerintah thai masalah covid tapi mereka malah ditangkep 😔😔,Negatif
"Ya iya lah kalian ikutin saran amies, krn kalian kan hanya boneka nya,,jadi jangan salahkan pemerintah kalau kalian semua terjangkit covid 19 ya..dasar #FPIboneka4nies

PA 212 Ngaku Tak Takut Aksi Saat Wabah Corona, Bakal Ikuti Saran Anies  http://detik.id/63U0Ci ",Positif
lumayan berhasil memecah perhatian publik terkait penanganan covid yg amburadul dan blum ditolaknya ruu hip oleh pemerintah 😏,Negatif
"banyak rs yang nakal emang mba, soalnya kalo dapet pasien covid, mereka dapet insentif dari pemerintah, makanya jangan kaget kalo banyak yang ngeributin jenazah.",Negatif
Berita bagus dari Moderna tersebut disusul berita hari ini terkait AstraZeneca dan Oxford University yang juga akan melangkah pada tahap lanjutan pengembangan vaksin Covid-19. Keduanya didukung penuh oleh Pemerintah Inggris.,Positif
"Covid adalah virus.
Dan virus bisa datang dan pergi kapan saja.
Bukan salah pemerintah.
Mari kita berpikir jernih.
Pemerintah atau oposisi,
Sebarkan kebaikan,jangan sebarkan kepanikan,demi bangsa ini,kita harus bersatu.",Positif
tolong lah akses internet itu di gratis kan untuk memudah kan murid belajar dari rumah di luar negeri aja di saat pandemi covid 19 akses internet di gratis kan tidak seperti di indonesia pemerintah nya tak mau rugi mau nya semua nya di beban kan kepada rakyat kecil,Negatif
"ya gaapa si kalo maunya gitu. permisalannya kayak jaman purba, siapa yang kuat  maka dia yang akan bertahan lebih lama. dan yang tidak kuat taulah resikonya seperti apa dan kalo udah begitu jangan semuanya terlalu nyalahin pemerintah soal kurangmya tindakan ttg covid ini:)",Positif
"Sebenarnya ada plusminusnya dr utk mencegah penyebaran covid tp kebijakan pemerintah krg tepat juga karena tdk memikirkan tingkat ekonomi ortu siswa yg dapat meyediakan fasilitas belajar online, daerah yg masih pelosok/jaringan internet blm terjangkau bhkan beban ortu bertambah",Negatif
Awas ya lu ampe sekolah normal lg tp kelakuan hri prtama lu tidur dikls/ngobrol ga dengerin guru/dosen. Udahlah dr pda mengumpat di sosmed mending banyak berdoa dan melakukan protokol covid yg udh dikasih tau pemerintah dengan benar. Toh dr pihak pemerintah juga maunya normal lg,Positif
atau di tutup sementara sama pemerintah karsna ga memenuhi protokol kerja covid-19? wkwk,Negatif
"Pak @adityawilly  DPR dan pemerintah fokus saja untuk penanganan covid daripada membahas omnibus. Cukup corona membuat saya merana, jangan ditambah-tambah lagi #AtasiVirusCabutOmnibus #TolakOmnibusLaw #WaspadaiOmnibusLaw",Negatif
"Pak @Jokowi Pandemi COVID-19 telah merenggut nyawa banyak orang. Pemerintah dan DPR harusnya fokus tangani pandemi, bukan malah rutin bahas Omnibus Law #AtasiVirusCabutOmnibus #TolakOmnibusLaw #WaspadaiOmnibusLaw",Negatif
"Kalian tak percaya Covid ada, himbauan pemerintah diabaikan.

Sekarang berarti kita masing2 ya bro.

Good luck.",Positif
